69;251392
61;248320
66;247808
65;251392
67;254464
67;249856
72;250368
73;256000
67;253952
73;258048
73;250880
77;258048
72;254464
70;256512
76;251392
76;261632
81;262144
87;260096
91;268800
89;261632
91;280064
96;275968
102;280064
110;292864
113;287744
109;291840
118;295936
126;298496
126;308224
134;318976
145;333824
151;344064
152;358912
156;367616
160;369152
160;364544
155;353280
149;344064
143;334848
142;327680
140;324608
137;311296
130;303616
125;295936
116;294400
106;286720
105;285184
105;274944
97;271872
93;264704
87;261632
92;264192
83;256512
82;264192
77;257536
75;253440
72;260608
80;252928
77;249856
71;258048
74;255488
73;254464
68;257024
68;254464
67;254976
68;250368
69;251392
71;265216
80;258048
84;262656
85;261120
85;263168
88;266752
88;264192
88;267264
91;264704
93;271872
100;273408
104;275456
103;278016
111;289280
114;286208
118;289280
119;290816
123;298496
128;300544
126;310272
129;313856
131;322048
137;321024
140;329216
145;335872
143;340992
149;338944
147;339456
136;325120
138;327168
134;326144
132;314880
132;315392
